,household_id,month,electricity_always_on,electricity_refrigeration,electricity_space_heating,electricity_water_heating,electricity_cooking,electricity_laundry,electricity_lighting,electricity_entertainment,electricity_electric_vehicle,electricity_pool_or_sauna,electricity_other,electricity_total,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,swimming_pool,sauna
65,2568,2,223.141,0.0,0.0,0.0,16.1181,5.665,71.9523,110.984,0.0,0,4.3131,432.17400000000004,PT.02,PS.03,PA.03,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
66,2577,7,243.87,53.9676,0.0,0.0,11.5999,4.505,4.8185,107.16,0.0,0,4.3022,430.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2580,7,32.1818,21.1404,0.0,0.0,7.5043,4.25,4.4685,31.0207,0.0,0,4.8903,105.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2607,2,23.8547,18.5458,0.0,0.0,14.4069,5.5,26.3021,41.7144,0.0,0,7.5511,137.875,PT.06,PS.02,PA.04,OWN.02,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.04,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
69,2616,7,169.172,49.9703,0.0,0.0,16.5244,16.117,6.0795,97.4341,0.0,0,7.5308,362.82800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2634,2,23.9257,7.4391,0.0,0.0,2.3514,5.665,9.0016,14.0357,0.0,0,0.6305,63.0489,PT.02,PS.03,PA.04,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
71,2646,2,66.8132,21.238000000000003,0.0,0.0,8.402999999999999,30.7815,33.3523,62.467,0.0,0,2.2531,225.308,PT.04,PS.03,PA.03,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,2654,7,104.98299999999999,28.921,0.0,0.0,4.3634,4.25,1.3724,25.9391,0.0,0,1.7154,171.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2666,7,157.836,20.215999999999998,0.0,0.0,23.9573,23.6314,13.6457,103.835,0.0,0,15.0785,358.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2675,7,65.9616,15.0797,0.0,0.0,34.9109,32.8318,24.232,102.45700000000001,0.0,0,27.427,302.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2686,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2697,7,11.8086,6.0519,0.0,0.0,21.9878,22.1179,10.3731,32.6803,0.0,0,24.6445,129.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2707,2,95.1879,27.3157,0.0,0.0,14.3436,3.498,71.5123,76.0088,0.0,0,2.9077,290.774,PT.02,PS.04,PA.02,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.04,OH.02,SOL.02,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,2716,2,84.0679,20.0885,0.0,0.0,1.8001,1.0324,36.4646,55.6929,0.0,0,3.5709,202.717,PT.04,PS.03,PA.03,OWN.02,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.01,SOL.02,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
79,2731,7,36.1308,19.8314,0.0,0.0,36.0042,19.9868,16.9856,48.2698,0.0,0,35.1113,212.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2740,2,28.8601,0.0,0.0,0.0,42.0093,20.1021,40.3291,47.3613,0.0,0,24.6761,203.338,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
81,2751,2,375.834,34.1178,0.0,0.0,18.3596,5.665,23.0695,79.041,0.0,0,5.415,541.502,PT.04,PS.03,PA.03,OWN.02,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
82,2765,2,12.8779,19.1754,0.0,0.0,5.5247,5.665,15.8874,24.6539,0.0,0,1.0282,84.8124,PT.04,PS.03,PA.03,OWN.01,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
83,2790,7,58.9532,56.2029,0.0,0.0,10.8555,5.8545,5.1564,55.0032,0.0,0,5.9483,197.97400000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2809,2,54.8327,0.0,0.0,0.0,26.6132,6.6789,53.7668,67.816,0.0,0,12.2628,221.97,PT.04,PS.03,PA.02,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.04,GH.02,OH.02,SOL.02,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
85,2838,7,145.765,35.1884,0.0,0.0,32.0845,21.5682,20.6171,120.915,0.0,0,22.2105,398.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2865,4,176.69299999999998,22.9042,0.0,0.0,13.0179,4.0704,25.343000000000004,92.0886,0.0,0,3.3749,337.49199999999996,PT.05,PS.04,PA.04,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
87,2877,2,20.7465,14.8331,0.0,0.0,6.2163,5.5,13.6495,23.2807,0.0,0,1.932,86.1581,PT.01,PS.03,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
88,2886,2,54.478,21.903000000000002,0.0,0.0,7.9181,28.9748,27.7165,69.1926,0.0,0,2.1231,212.30599999999998,PT.02,PS.03,PA.03,OWN.01,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
89,2899,7,28.3616,22.1699,0.0,0.0,54.2158,41.6184,25.5773,83.7936,0.0,0,63.9793,319.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2919,2,51.6655,16.0243,0.0,0.0,7.9993,5.83,34.6316,50.6255,0.0,0,1.6846,168.46099999999998,PT.04,PS.04,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
91,2934,2,28.8033,23.4448,0.0,0.0,12.6645,2.2773,13.7235,14.4685,0.0,0,4.1305,99.5126,PT.04,PS.03,PA.02,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
92,2948,2,31.3726,22.894000000000002,0.0,0.0,1.4931,26.2861,32.6316,42.7671,0.0,0,2.6924,160.137,PT.04,PS.03,PA.03,OWN.02,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.01,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
93,2961,7,377.126,49.4235,0.0,0.0,13.2446,4.25,4.1656,67.281,0.0,0,5.207000000000001,520.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2974,7,36.7924,40.3617,0.0,0.0,22.4018,49.9627,14.8895,80.5946,0.0,0,15.9542,260.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2988,7,20.2698,6.9497,0.0,0.0,47.5841,26.71,22.4486,113.07700000000001,0.0,0,43.5689,280.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2998,7,112.649,55.2949,0.0,0.0,25.461,21.6577,15.3596,103.71,0.0,0,16.7632,350.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,3009,7,146.539,43.4648,0.0,0.0,10.985999999999999,4.25,2.7302,74.9383,0.0,0,3.8773,286.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3019,7,89.0516,15.8487,0.0,0.0,12.2654,4.25,6.7818,54.7428,0.0,0,7.5437,190.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,3036,7,33.3395,44.3086,0.0,0.0,56.9106,56.9034,33.84,151.238,0.0,0,46.4594,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3054,7,110.234,35.7136,0.0,0.0,19.0077,7.4147,11.057,80.5962,0.0,0,12.1618,276.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,3070,2,53.6088,22.3346,0.0,0.0,5.0894,34.0338,69.1987,84.7628,0.0,0,12.9902,282.018,PT.05,PS.04,PA.03,OWN.01,OCC.05,OT.05,SH.01,WH.05,STH.01,GH.04,OH.01,SOL.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
102,3090,2,15.0087,0.0,0.0,0.0,23.0642,9.1225,20.7745,22.4123,0.0,0,13.8044,104.18700000000001,PT.04,PS.02,PA.03,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
103,3144,7,148.88,62.9439,0.0,0.0,23.2033,29.944000000000003,11.6069,113.03299999999999,0.0,0,13.2182,402.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3212,3,7.3,6.002999999999999,0.0,0.0,4.9102,12.0221,10.300999999999998,18.636,0.0,0,1.6838,60.856,PT.04,PS.03,PA.03,OWN.01,OCC.05,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
105,14524,2,59.2688,23.7052,0.0,0.0,24.4215,9.7632,45.886,73.6972,0.0,0,12.0503,248.792,PT.01,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
106,14542,2,168.36700000000002,44.6948,0.0,0.0,58.6819,3.7956,63.2615,68.4105,0.0,0,18.633,425.845,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0
107,14557,2,19.7353,26.9209,0.0,0.0,6.9005,10.075,28.0475,40.7474,0.0,0,1.3376,133.764,PT.05,PS.04,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
108,14610,7,119.249,29.0953,0.0,0.0,14.5057,20.8081,6.6319,75.4988,0.0,0,7.726,273.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,14620,7,74.7863,33.5745,0.0,0.0,10.7432,4.25,5.3508,52.5151,0.0,0,6.1001,187.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,14637,2,100.506,26.0832,0.0,0.0,12.0426,18.3504,51.6161,86.4906,0.0,0,2.9807,298.069,PT.02,PS.04,PA.03,OWN.01,OCC.04,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
111,14657,2,67.0207,22.8224,0.0,0.0,6.3308,5.665,28.5847,46.0291,0.0,0,1.7824,178.235,PT.04,PS.03,PA.04,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
112,14697,7,30.9373,24.6686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.5591,74.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,14709,2,76.1891,25.6464,0.0,0.0,13.7457,14.8573,37.7701,91.6787,0.0,0,2.6251,262.513,PT.04,PS.03,PA.02,OWN.02,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
114,14863,2,21.8769,0.0,0.0,0.0,5.3111,11.3688,15.0066,28.5033,0.0,0,0.8273,82.8939,PT.05,PS.04,PA.03,OWN.01,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
115,18077,2,8.735,0.0,7.9275,0.0,6.6028,3.7956,13.892999999999999,27.2659,0.0,0,1.6503,69.8701,PT.06,PS.03,PA.04,OWN.02,OCC.01,OT.02,SH.07,WH.05,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
116,18080,7,66.2789,35.1166,0.0,0.0,17.7104,58.7092,9.7059,79.7159,0.0,0,10.8181,278.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,18101,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,PT.01,PS.03,PA.03,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,18110,7,2.4694,3.8179,0.0,0.0,10.485999999999999,8.7935,4.947,17.5778,0.0,0,13.7454,61.836999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,18137,2,89.8561,31.3467,0.0,0.0,7.8974,5.83,33.8261,55.3147,0.0,0,2.2633,226.334,PT.01,PS.04,PA.02,OWN.01,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
120,18168,7,58.578,30.5516,0.0,0.0,3.2536,4.25,1.0233,28.9745,0.0,0,1.2791,127.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,18189,2,22.9852,0.0,0.0,0.0,14.2466,23.2883,29.791999999999998,37.383,0.0,0,5.2142,132.909,PT.04,PS.04,PA.04,OWN.02,OCC.02,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
122,18204,5,163.94099999999997,47.6171,0.0,0.0,109.296,22.1583,111.035,410.165,0.0,0,68.3606,932.573,PT.04,PS.03,PA.03,OWN.02,OCC.04,OT.02,SH.01,WH.03,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
123,18226,7,85.1331,25.9601,0.0,0.0,20.7621,14.635,13.5259,76.8153,0.0,0,14.5314,251.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,18235,2,69.5439,34.4988,0.0,0.0,22.1479,4.8294,65.1485,86.4723,0.0,0,4.3955,287.036,PT.02,PS.04,PA.02,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
125,18248,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,PT.04,PS.04,PA.02,OWN.02,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
126,18262,2,18.4404,27.1592,0.0,0.0,4.5008,39.482,8.3956,21.4938,0.0,0,1.2068,120.678,PT.05,PS.03,PA.01,OWN.01,OCC.04,OT.03,SH.01,WH.03,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
127,18275,7,28.5972,10.1149,0.0,0.0,9.5471,4.25,6.7342,31.3368,0.0,0,7.1328,97.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,18330,7,79.6787,19.2737,0.0,0.0,61.8806,40.4764,29.1933,78.5144,0.0,0,55.8989,364.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,18364,7,144.563,79.0504,0.0,0.0,7.2869,4.25,2.2918,46.1697,0.0,0,2.8648,286.47700000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,18390,2,32.8099,13.899000000000001,0.0,0.0,7.3186,7.9303,21.8845,26.3008,0.0,0,1.1126,111.256,PT.02,PS.04,PA.03,OWN.01,OCC.05,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
131,18426,2,89.3863,29.298000000000002,0.0,0.0,6.4176,5.9483,13.4408,52.2679,0.0,0,1.9875,198.74599999999998,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.01,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
132,18497,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,PT.04,PS.03,PA.03,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
133,18523,7,78.3499,19.2378,0.0,0.0,29.8249,17.9575,21.6845,92.8832,0.0,0,22.8382,282.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,18564,2,49.8435,0.0,0.0,0.0,37.4536,8.3681,34.8757,35.2647,0.0,0,23.5343,189.34,PT.04,PS.02,PA.01,OWN.01,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
135,18618,7,75.7757,28.1148,0.0,0.0,31.4783,33.0821,22.3659,102.066,0.0,0,23.6574,316.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,18640,2,10.1985,0.0,0.0,0.0,28.4831,8.1745,25.8418,29.6868,0.0,0,17.8013,120.186,PT.05,PS.02,PA.04,OWN.02,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
